"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","numGenesContained","propSignifDeGenes","overlapCancerBlock","cancerBlockSign"
"chr3",93851734,93976019,-0.141290055646937,0.423870166940812,129,44037,44039,3,20,0.002002002002002,0.002,0.021021021021021,0.021,0,NA,TRUE,-1
"chr1",197511177,197564458,-0.141274909981331,0.423824729943992,46,16707,16709,3,921,0.002002002002002,0.002,0.021021021021021,0.021,3,1,FALSE,NA
"chr7",21682152,21788417.5,-0.140974169718997,0.422922509156992,354,87005,87007,3,1610,0.002002002002002,0.002,0.021021021021021,0.021,2,0,TRUE,-1
"chr8",35762637,35913614,-0.140256307745947,0.420768923237841,385,100679,100681,3,98,0.002002002002002,0.002,0.022022022022022,0.022,0,NA,TRUE,-1
"chr5",97191292,97445281,0.139421988841214,0.418265966523643,287,65511,65513,3,41,0.002002002002002,0.002,0.023023023023023,0.023,0,NA,TRUE,-1
"chr4",14531493,14622845,-0.137661393906096,0.412984181718287,162,52815,52817,3,189,0.002002002002002,0.002,0.025025025025025,0.025,0,NA,TRUE,-1
"chr20",62865391,62871919,0.137347161971691,0.412041485915074,839,205900,205902,3,60,0.002002002002002,0.002,0.025025025025025,0.025,2,1,TRUE,-1
"chr11",42546581,42617544,-0.136517331991283,0.409551995973849,534,127952,127954,3,420,0.002002002002002,0.002,0.025025025025025,0.025,0,NA,TRUE,-1
"chr6",82498902,82649352,-0.135784021581648,0.407352064744944,329,78925,78927,3,44,0.002002002002002,0.002,0.026026026026026,0.026,0,NA,FALSE,NA
"chr13",73141877,73211779,-0.135050114068705,0.405150342206115,600,150746,150748,3,85,0.002002002002002,0.002,0.026026026026026,0.026,0,NA,TRUE,-1
"chr8",32933209,33132258,-0.13424744679404,0.40274234038212,385,100580,100582,3,98,0.002002002002002,0.002,0.026026026026026,0.026,0,NA,TRUE,-1
"chr7",124289177,124319401,-0.134179632682187,0.402538898046561,373,93998,94000,3,179,0.002002002002002,0.002,0.027027027027027,0.027,0,NA,TRUE,-1
"chr10",8545003,8562758,-0.134089343650577,0.402268030951731,493,114402,114408,3,668,0.002002002002002,0.002,0.027027027027027,0.027,0,NA,TRUE,-1
"chr5",125533967,125577565,-0.133876361852814,0.401629085558443,301,66616,66618,3,129,0.002002002002002,0.002,0.027027027027027,0.027,0,NA,TRUE,-1
"chr1",180278787,180374455,-0.133849330970383,0.40154799291115,34,16014,16016,3,483,0.002002002002002,0.002,0.027027027027027,0.027,1,1,FALSE,NA
"chr9",120466665,120478054,0.13269554876405,0.398086646292151,490,110554,110556,3,32,0.002002002002002,0.002,0.027027027027027,0.027,3,1,FALSE,NA
"chr10",84109562,84175459,-0.132341103161743,0.397023309485229,517,119199,119201,3,90,0.002002002002002,0.002,0.027027027027027,0.027,1,0,TRUE,-1
"chr1",62054902,62107527,-0.132181444339615,0.396544333018844,7,9135,9137,3,371,0.002002002002002,0.002,0.027027027027027,0.027,0,NA,TRUE,-1
"chr9",18605667,18622331,-0.131878838442114,0.395636515326343,433,107814,107816,3,27,0.002002002002002,0.002,0.029029029029029,0.029,5,1,TRUE,-1
"chr14",25511937,25591076,0.131302772387258,0.393908317161775,622,154106,154113,3,407,0.002002002002002,0.002,0.029029029029029,0.029,0,NA,FALSE,NA
"chr2",57938135,57987263,-0.13125541646661,0.393766249399831,62,25702,25704,3,881,0.002002002002002,0.002,0.029029029029029,0.029,0,NA,TRUE,-1
"chr4",113324678,113374553,-0.131230344801668,0.393691034405005,213,56827,56834,3,245,0.002002002002002,0.002,0.029029029029029,0.029,2,1,FALSE,NA
"chr6",9503813,9607150,-0.130891437267163,0.392674311801488,311,72637,72639,3,1227,0.002002002002002,0.002,0.029029029029029,0.029,1,1,TRUE,-1
"chr7",20381092,20449718,-0.129721168565684,0.389163505697053,354,86940,86942,3,1610,0.002002002002002,0.002,0.03003003003003,0.03,2,0,TRUE,-1
"chr9",86785905,86821905,-0.129537375978277,0.388612127934832,480,109032,109034,3,440,0.002002002002002,0.002,0.03003003003003,0.03,0,NA,TRUE,-1
"chr5",42320450,42360789,-0.128845201383548,0.386535604150643,268,62858,62860,3,216,0.002002002002002,0.002,0.031031031031031,0.031,0,NA,TRUE,-1
"chr14",78869792,78951762,-0.128718130576237,0.38615439172871,640,157401,157403,3,801,0.002002002002002,0.002,0.031031031031031,0.031,14,1,TRUE,-1
"chr18",9535889,9547085,0.12789419265067,0.383682577952011,698,188897,188899,3,25,0.002002002002002,0.002,0.032032032032032,0.032,4,1,FALSE,NA
"chr4",126245530,126369090,-0.127615211741721,0.382845635225163,218,57379,57381,3,288,0.002002002002002,0.002,0.033033033033033,0.033,2,1,TRUE,-1
"chr8",95802202,95819786,0.127023817566655,0.381071452699966,407,103673,103675,3,784,0.002002002002002,0.002,0.036036036036036,0.035,1,0,TRUE,-1
"chr5",153008721,153039227,-0.126263171853907,0.37878951556172,306,69161,69163,3,998,0.002002002002002,0.002,0.036036036036036,0.035,2,0,TRUE,-1
"chr10",99912042,99933209,-0.125408130413429,0.376224391240286,518,120399,120401,3,1034,0.002002002002002,0.002,0.036036036036036,0.035,1,1,FALSE,NA
"chr8",80577176,80590435,-0.124933040418071,0.374799121254214,402,102987,102989,3,104,0.002002002002002,0.002,0.037037037037037,0.036,1,1,TRUE,-1
"chr2",208815981,208907911,-0.123839468560582,0.495357874242328,95,34728,34736,4,587,0.003003003003003,0.003,0.005005005005005,0.005,1,1,FALSE,NA
"chr7",21370416,21452797,-0.12371346590386,0.494853863615438,354,86986,86989,4,1610,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr3",151769368,151801977,-0.123684040367763,0.494736161471051,144,47703,47706,4,272,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr15",53681873,53750302,-0.123597868554674,0.494391474218696,656,162974,162977,4,296,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr3",13827074,13914731,-0.123334535345581,0.493338141382324,106,39116,39129,4,719,0.003003003003003,0.003,0.005005005005005,0.005,1,0,TRUE,-1
"chr8",82146728,82276987,0.122679669502106,0.490718678008424,402,103115,103122,4,104,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr5",131268130,131323775,-0.122612656128927,0.490450624515707,304,66869,66877,4,322,0.003003003003003,0.003,0.005005005005005,0.005,1,1,TRUE,-1
"chr14",36892906,36942999,-0.122544518722492,0.490178074889968,626,154479,154482,4,148,0.003003003003003,0.003,0.005005005005005,0.005,1,0,TRUE,-1
"chr18",32398155.5,32446543,0.12236844865382,0.489473794615278,720,189565,189568,4,9,0.003003003003003,0.003,0.005005005005005,0.005,5,1,TRUE,-1
"chr17",27696160,27739916,-0.121383456592395,0.485533826369581,678,180808,180816,4,1362,0.003003003003003,0.003,0.005005005005005,0.005,1,0,TRUE,-1
"chr2",205385002,205466396,-0.1195224765523,0.478089906209199,95,34451,34459,4,587,0.003003003003003,0.003,0.005005005005005,0.005,2,0,TRUE,1
"chr6",92344723,92401498,-0.119211665010403,0.476846660041612,331,79387,79390,4,200,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr3",137531265,137584128,-0.119103674106386,0.476414696425545,138,46811,46814,4,1028,0.003003003003003,0.003,0.005005005005005,0.005,0,NA,TRUE,-1
"chr21",41585021,41606280,0.226260923899268,0.452521847798535,870,206799,206800,2,35,0.003003003003003,0.003,0.013013013013013,0.013,3,1,TRUE,-1
"chr3",3646624,3657652,-0.224707151857221,0.449414303714443,105,38242,38243,2,74,0.003003003003003,0.003,0.013013013013013,0.013,0,NA,TRUE,-1
"chr14",28399440,28590784,-0.223434391255972,0.446868782511945,623,154141,154142,2,9,0.003003003003003,0.003,0.014014014014014,0.014,0,NA,TRUE,-1
"chr14",44408406,44418808,0.223312495474518,0.446624990949035,631,154695,154696,2,36,0.003003003003003,0.003,0.014014014014014,0.014,0,NA,TRUE,-1
"chr13",59050302,59102702,-0.221453368824511,0.442906737649023,590,150516,150517,2,95,0.003003003003003,0.003,0.014014014014014,0.014,0,NA,TRUE,-1
"chr9",36249297,36277400,0.124759063515293,0.37427719054588,452,108328,108333,3,97,0.003003003003003,0.003,0.037037037037037,0.036,4,1,TRUE,1
"chr12",95210053,95228237.5,-0.124605704881538,0.373817114644613,580,143368,143370,3,2282,0.003003003003003,0.003,0.037037037037037,0.036,1,0,TRUE,-1
"chr2",224066581,224070448,-0.124172525757573,0.372517577272719,98,35848,35850,3,509,0.003003003003003,0.003,0.037037037037037,0.036,0,NA,TRUE,-1
"chr2",25887689,25964061,-0.123689226955745,0.371067680867236,53,23441,23447,3,509,0.003003003003003,0.003,0.038038038038038,0.037,4,0.5,TRUE,-1
"chr10",36461679,36569926,-0.123582824867843,0.370748474603528,496,116196,116198,3,551,0.003003003003003,0.003,0.038038038038038,0.037,0,NA,TRUE,-1
"chr18",74726002,74732603,0.12357252728448,0.370717581853439,769,190649,190651,3,16,0.003003003003003,0.003,0.038038038038038,0.037,1,1,FALSE,NA
"chr1",24077973,24122261,0.123243842708177,0.369731528124532,3,4782,4794,3,1530,0.003003003003003,0.003,0.039039039039039,0.038,4,0.666666666666667,TRUE,1
"chr4",131019854,131068745,-0.123111826519717,0.369335479559151,220,57532,57534,3,14,0.003003003003003,0.003,0.039039039039039,0.038,0,NA,TRUE,-1
"chr11",7326990,7436013,0.122833213192773,0.36849963957832,524,125783,125785,3,1541,0.003003003003003,0.003,0.039039039039039,0.038,2,1,TRUE,-1
"chr17",68851883,68984117,-0.121778967454189,0.365336902362566,685,185799,185801,3,1275,0.003003003003003,0.003,0.041041041041041,0.04,0,NA,TRUE,-1
"chr2",200025325,200051434,-0.12167413307037,0.36502239921111,95,34011,34013,3,587,0.003003003003003,0.003,0.041041041041041,0.04,0,NA,TRUE,-1
"chr12",55247871.5,55353521,0.121112847295667,0.363338541887002,562,141207,141209,3,362,0.003003003003003,0.003,0.042042042042042,0.04,3,1,TRUE,-1
"chr17",11234662,11395707,-0.120958953642973,0.362876860928918,677,179224,179226,3,1418,0.003003003003003,0.003,0.042042042042042,0.04,3,1,TRUE,-1
"chr16",26044190.5,26082472,-0.12039189462583,0.361175683877489,665,171100,171102,3,586,0.003003003003003,0.003,0.046046046046046,0.044,1,1,TRUE,-1
"chr1",219985565,220006958,-0.120358671290391,0.361076013871172,47,18724,18726,3,1301,0.003003003003003,0.003,0.046046046046046,0.044,2,0,TRUE,-1
"chr20",32149299.5,32156436,-0.120047096720894,0.360141290162683,819,203296,203298,3,116,0.003003003003003,0.003,0.046046046046046,0.044,1,1,FALSE,NA
"chr13",20410512,20458806,0.119761322550965,0.359283967652896,581,147776,147783,3,482,0.003003003003003,0.003,0.046046046046046,0.044,1,1,TRUE,-1
"chr7",66829839.5,66904163,-0.119304065387524,0.357912196162571,361,90312,90314,3,199,0.003003003003003,0.003,0.046046046046046,0.044,0,NA,TRUE,-1
"chr2",73478549,73485189,0.118169824993645,0.354509474980935,62,26909,26911,3,881,0.003003003003003,0.003,0.0500500500500501,0.048,4,0.5,FALSE,NA
"chr6",76319793,76425457,0.118054918561321,0.472219674245283,324,78778,78781,4,190,0.004004004004004,0.004,0.00700700700700701,0.007,2,1,FALSE,NA
"chr8",54427263,54442063,-0.116815775614684,0.467263102458737,393,101758,101761,4,136,0.004004004004004,0.004,0.00700700700700701,0.007,0,NA,TRUE,-1
"chr1",101509557,101602562,-0.116801067335401,0.467204269341603,17,11099,11102,4,130,0.004004004004004,0.004,0.00700700700700701,0.007,0,NA,TRUE,-1
"chr5",133506732,133591209,0.116553562052945,0.466214248211781,304,67121,67132,4,322,0.004004004004004,0.004,0.00700700700700701,0.007,4,1,TRUE,-1
"chr18",59712034,59737385,-0.219628699027497,0.439257398054994,756,190324,190325,2,54,0.004004004004004,0.004,0.016016016016016,0.016,2,0,TRUE,-1
"chr8",131961311,131974587,-0.211473676872827,0.422947353745655,416,105655,105656,2,1023,0.004004004004004,0.004,0.021021021021021,0.021,1,0,TRUE,-1
"chr3",89449406,89576478,-0.211366220094418,0.422732440188836,127,44007,44008,2,15,0.004004004004004,0.004,0.021021021021021,0.021,11,1,TRUE,-1
"chr1",191740297,191877811,-0.21077349229042,0.42154698458084,43,16563,16564,2,70,0.004004004004004,0.004,0.022022022022022,0.022,0,NA,TRUE,-1
"chr20",30232738,30262899,0.11755590716089,0.352667721482669,819,203098,203100,3,116,0.004004004004004,0.004,0.0510510510510511,0.049,3,1,TRUE,1
"chr4",24330712,24431003,-0.117249583900127,0.35174875170038,165,53200,53202,3,298,0.004004004004004,0.004,0.0510510510510511,0.049,0,NA,TRUE,-1
"chr6",71012765,71022175,0.117219165728414,0.351657497185241,324,78485,78487,3,190,0.004004004004004,0.004,0.0510510510510511,0.049,8,1,TRUE,-1
"chr19",11242272,11257839,0.116728784049053,0.350186352147159,774,194240,194242,3,199,0.004004004004004,0.004,0.0520520520520521,0.05,2,1,FALSE,NA
"chr16",79758582,80061323.5,0.116146185650081,0.464584742600325,676,174937,174945,4,1115,0.005005005005005,0.005,0.00800800800800801,0.008,1,0,TRUE,-1
"chr7",103767075,103835598,-0.115470890067422,0.461883560269687,368,92997,93000,4,732,0.005005005005005,0.005,0.00800800800800801,0.008,6,1,TRUE,-1
"chr1",154760255,154812952,-0.115293596579858,0.461174386319432,33,13673,13676,4,1584,0.005005005005005,0.005,0.00800800800800801,0.008,3,1,TRUE,-1
"chr16",55021073,55067631.5,-0.207713325898938,0.415426651797876,671,172826,172831,2,502,0.005005005005005,0.005,0.023023023023023,0.023,0,NA,TRUE,-1
"chr5",164258317,164259834,-0.207567393442084,0.415134786884168,308,69756,69757,2,34,0.005005005005005,0.005,0.023023023023023,0.023,0,NA,TRUE,-1
"chr14",47513774,47572921,0.115980286281074,0.347940858843223,633,154764,154766,3,18,0.005005005005005,0.005,0.0530530530530531,0.051,1,0,TRUE,-1
"chr12",97706801,97791023,-0.1159758877175,0.347927663152501,580,143567,143569,3,2282,0.005005005005005,0.005,0.0530530530530531,0.051,0,NA,TRUE,-1
"chr18",673037,686346,-0.115452443002136,0.346357329006407,687,188635,188637,3,9,0.005005005005005,0.005,0.0530530530530531,0.051,7,1,FALSE,NA
"chr2",105318295,105321544,-0.115287883028706,0.345863649086119,75,28779,28781,3,263,0.005005005005005,0.005,0.0540540540540541,0.052,0,NA,TRUE,-1
"chr2",118419342,118561680,-0.115164253079362,0.345492759238085,78,29595,29597,3,262,0.005005005005005,0.005,0.0540540540540541,0.052,0,NA,TRUE,-1
"chr5",11504385,11529629,0.114524256919833,0.458097027679332,252,61675,61678,4,170,0.00600600600600601,0.006,0.00900900900900901,0.009,2,0,TRUE,-1
"chr5",31656228,31691279,-0.114425720811759,0.457702883247034,267,62259,62262,4,299,0.00600600600600601,0.006,0.00900900900900901,0.009,4,1,TRUE,-1
"chr9",112664160,112731026,0.114425692722302,0.457702770889209,487,110211,110214,4,54,0.00600600600600601,0.006,0.00900900900900901,0.009,3,1,TRUE,-1
"chr10",112966440,113047439,-0.206995904368716,0.413991808737432,521,121584,121585,2,330,0.00600600600600601,0.006,0.025025025025025,0.025,0,NA,TRUE,-1
"chr2",41950815,42007901,-0.203382679832839,0.406765359665679,60,24628,24629,2,497,0.00600600600600601,0.006,0.026026026026026,0.026,0,NA,TRUE,-1
"chr3",86224327,86277500,-0.202064540398766,0.404129080797531,124,43924,43925,2,9,0.00600600600600601,0.006,0.026026026026026,0.026,0,NA,TRUE,-1
"chr11",30046617,30046617,0.392676084845107,0.392676084845107,528,127335,127335,1,346,0.00600600600600601,0.006,0.029029029029029,0.029,0,NA,FALSE,NA
"chr3",36494936,36567667,-0.115031993630533,0.3450959808916,113,40287,40289,3,1672,0.00600600600600601,0.006,0.0540540540540541,0.052,1,1,TRUE,-1
"chr12",81483984,81559782,-0.114875786388806,0.344627359166417,568,142898,142900,3,268,0.00600600600600601,0.006,0.0540540540540541,0.052,0,NA,TRUE,-1
"chr13",95116571,95133339,-0.114215668275738,0.342647004827213,615,151314,151316,3,117,0.00600600600600601,0.006,0.0550550550550551,0.053,3,1,TRUE,-1
"chr11",104621250,104680555,0.113761345066486,0.455045380265946,550,133729,133732,4,170,0.00700700700700701,0.007,0.01001001001001,0.01,0,NA,TRUE,-1
"chr13",65297897,65323284,0.19875537200603,0.39751074401206,594,150646,150647,2,55,0.00700700700700701,0.007,0.027027027027027,0.027,0,NA,TRUE,-1
"chr2",124194392,124194392,-0.385486935654684,0.385486935654684,79,30062,30062,1,36,0.00700700700700701,0.007,0.031031031031031,0.031,0,NA,TRUE,-1
"chr2",146445284,146517334,-0.113913683574813,0.341741050724439,84,31320,31322,3,149,0.00700700700700701,0.007,0.0550550550550551,0.053,0,NA,TRUE,-1
"chr3",192734341,192769633,-0.113252028987149,0.339756086961446,157,49969,49971,3,394,0.00700700700700701,0.007,0.0590590590590591,0.057,0,NA,TRUE,-1
"chr2",5465788.5,5551315,-0.113010337043987,0.452041348175948,49,21940,21943,4,873,0.00800800800800801,0.008,0.013013013013013,0.013,0,NA,TRUE,-1
"chr14",59422098,59495933,-0.112828176015623,0.451312704062491,636,155596,155599,4,524,0.00800800800800801,0.008,0.013013013013013,0.013,0,NA,TRUE,-1
"chr16",76228294,76237151,-0.197311660900291,0.394623321800581,675,174765,174766,2,10,0.00800800800800801,0.008,0.029029029029029,0.029,0,NA,TRUE,-1
"chr7",108524200,108525723,0.195608920482513,0.391217840965026,369,93373,93374,2,371,0.00800800800800801,0.008,0.03003003003003,0.03,2,0,TRUE,-1
"chr10",53333572,53367157,-0.112850596279469,0.338551788838408,503,117170,117172,3,256,0.00800800800800801,0.008,0.0600600600600601,0.058,1,0,TRUE,-1
"chr2",119231686,119287847,-0.112810958115693,0.33843287434708,78,29649,29651,3,262,0.00800800800800801,0.008,0.0600600600600601,0.058,0,NA,TRUE,-1
"chr19",19165011,19216451,-0.112547788680527,0.337643366041581,775,195976,195983,3,232,0.00800800800800801,0.008,0.0600600600600601,0.058,2,0.5,TRUE,-1
"chr11",92402250,92446329,-0.112414988410461,0.337244965231384,544,133129,133131,3,263,0.00800800800800801,0.008,0.0610610610610611,0.059,4,1,TRUE,-1
"chr1",176513705,176528783,-0.112365844237097,0.33709753271129,33,15755,15757,3,1584,0.00800800800800801,0.008,0.0610610610610611,0.059,20,1,TRUE,-1
"chr10",20885882,20982618,-0.11233177067352,0.336995312020561,494,115122,115124,3,587,0.00800800800800801,0.008,0.0610610610610611,0.059,0,NA,TRUE,-1
"chr6",51679078,51772933,-0.111796096232533,0.447184384930133,314,77898,77901,4,2510,0.00900900900900901,0.009,0.014014014014014,0.014,8,0,TRUE,-1
"chr4",143301382,143327279,0.111701281476472,0.446805125905888,228,57968,57971,4,226,0.00900900900900901,0.009,0.014014014014014,0.014,1,1,FALSE,NA
"chr6",43265745,43304175,0.11119581777728,0.44478327110912,314,77309,77317,4,2510,0.00900900900900901,0.009,0.014014014014014,0.014,1,0,FALSE,NA
"chr1",91589803,91630943,-0.111030819882237,0.444123279528949,16,10552,10555,4,321,0.00900900900900901,0.009,0.014014014014014,0.014,0,NA,TRUE,-1
"chr4",113567813,113571675,-0.111023025651123,0.444092102604492,213,56859,56862,4,245,0.00900900900900901,0.009,0.014014014014014,0.014,2,0,FALSE,NA
"chr4",41050961,41125894,0.110984477306133,0.443937909224533,177,53852,53855,4,254,0.00900900900900901,0.009,0.014014014014014,0.014,1,1,FALSE,NA
"chr8",51528401,51576109,-0.110974539498698,0.443898157994794,390,101655,101658,4,159,0.00900900900900901,0.009,0.014014014014014,0.014,1,1,TRUE,-1
"chr7",91685,143093,-0.110944223197726,0.443776892790902,347,84625,84635,4,15,0.00900900900900901,0.009,0.014014014014014,0.014,0,NA,TRUE,-1
"chr1",170114548,170136883,-0.110879396787856,0.443517587151425,33,15389,15392,4,1584,0.00900900900900901,0.009,0.014014014014014,0.014,1,0,TRUE,-1
"chr4",104341800,104346019,-0.193288805681127,0.386577611362254,210,56459,56460,2,43,0.00900900900900901,0.009,0.031031031031031,0.031,0,NA,TRUE,-1
"chr4",73178001,73178539,-0.193070255082323,0.386140510164647,197,54990,54991,2,185,0.00900900900900901,0.009,0.031031031031031,0.031,1,0,TRUE,-1
"chr9",78061141,78090914,-0.192147795561337,0.384295591122675,472,108841,108842,2,38,0.00900900900900901,0.009,0.031031031031031,0.031,0,NA,TRUE,-1
"chr5",59559140,59619821,-0.191935608855708,0.383871217711417,272,63562,63563,2,103,0.00900900900900901,0.009,0.032032032032032,0.032,3,1,TRUE,-1
"chr4",120127485,120206103,0.112043462234168,0.336130386702504,218,57088,57094,3,288,0.00900900900900901,0.009,0.0630630630630631,0.061,2,1,FALSE,NA
"chr3",184928708,184982798,-0.111750673845021,0.335252021535063,156,49421,49428,3,1076,0.00900900900900901,0.009,0.0630630630630631,0.061,1,1,TRUE,-1
"chr7",142043807,142048082,-0.111726742465466,0.335180227396397,376,95475,95477,3,941,0.00900900900900901,0.009,0.0630630630630631,0.061,0,NA,TRUE,-1
"chr9",87433864,87489528,0.111588375204205,0.334765125612616,480,109047,109049,3,440,0.00900900900900901,0.009,0.0630630630630631,0.061,1,1,TRUE,-1
"chr5",17802512,17811409,-0.111551852849964,0.334655558549891,254,62078,62080,3,106,0.00900900900900901,0.009,0.0630630630630631,0.061,0,NA,TRUE,-1
"chr3",159733028,159778414,-0.111523003508475,0.334569010525424,147,48105,48112,3,113,0.00900900900900901,0.009,0.0630630630630631,0.061,0,NA,TRUE,-1
"chr6",102942962,103170264,0.111475154893484,0.334425464680451,340,79712,79714,3,59,0.00900900900900901,0.009,0.0640640640640641,0.062,0,NA,TRUE,-1
"chr4",110098978,110128090,-0.111158896817008,0.333476690451024,213,56664,56666,3,245,0.00900900900900901,0.009,0.0660660660660661,0.064,6,0,TRUE,-1
"chr14",84782303,84903063,-0.111029608409649,0.333088825228948,644,157559,157561,3,33,0.00900900900900901,0.009,0.0660660660660661,0.064,0,NA,TRUE,-1
"chr9",14720244,14749903,-0.110942750003475,0.332828250010424,430,107727,107729,3,38,0.00900900900900901,0.009,0.0670670670670671,0.065,4,0.5,TRUE,-1
"chr4",25578986,25623424,-0.10928685757498,0.437147430299921,165,53322,53325,4,298,0.01001001001001,0.01,0.017017017017017,0.017,0,NA,TRUE,-1
"chr22",40322629,40379813,-0.108745990224502,0.434983960898007,887,210142,210145,4,335,0.01001001001001,0.01,0.018018018018018,0.018,1,0,TRUE,-1
"chr9",7786528,7786528,-0.356930566503451,0.356930566503451,425,107654,107654,1,52,0.01001001001001,0.01,0.047047047047047,0.045,0,NA,TRUE,-1
"chr3",168919516,168967238,-0.110121974818251,0.330365924454754,156,48337,48339,3,1076,0.01001001001001,0.01,0.0680680680680681,0.066,2,0,TRUE,1
"chr4",23424592,23476820,-0.109727744023851,0.329183232071553,165,53157,53159,3,298,0.01001001001001,0.01,0.0690690690690691,0.066,0,NA,TRUE,-1
"chr16",47882395,47921445.5,-0.109411178281814,0.328233534845442,670,172304,172306,3,107,0.01001001001001,0.01,0.0700700700700701,0.067,0,NA,TRUE,-1
"chr12",83231401,83264140,0.109405589447652,0.328216768342957,571,142936,142938,3,25,0.01001001001001,0.01,0.0700700700700701,0.067,2,1,FALSE,NA
"chr6",155063669,155085438,0.109375963797359,0.328127891392077,346,82724,82726,3,1469,0.01001001001001,0.01,0.0700700700700701,0.067,1,1,TRUE,1
"chr15",84168459,84215725,0.109328277690708,0.327984833072124,660,166060,166062,3,658,0.01001001001001,0.01,0.0700700700700701,0.067,1,0,TRUE,-1
"chr2",48414512,48434367,-0.109037296758952,0.327111890276855,60,25306,25308,3,497,0.01001001001001,0.01,0.0710710710710711,0.068,0,NA,TRUE,-1
"chr2",188269443,188312833,0.109009550864233,0.3270286525927,90,33513,33515,3,234,0.01001001001001,0.01,0.0710710710710711,0.068,1,1,TRUE,-1
"chr19",6135226,6166072.5,-0.108833082184523,0.326499246553569,774,193289,193291,3,199,0.01001001001001,0.01,0.0720720720720721,0.069,3,0,TRUE,-1
"chr1",243288625,243349667,0.108701023092018,0.326103069276054,48,20658,20660,3,476,0.01001001001001,0.01,0.0730730730730731,0.07,4,1,TRUE,-1
"chr15",61717754,61821004,-0.108661088257233,0.325983264771699,658,163486,163488,3,322,0.01001001001001,0.01,0.0740740740740741,0.071,0,NA,TRUE,-1
"chr4",80572259,80604140,-0.108639160586359,0.325917481759076,198,55449,55451,3,290,0.01001001001001,0.01,0.0740740740740741,0.071,0,NA,TRUE,-1
"chr12",43315281,43329991,-0.108495768179135,0.325487304537406,560,139629,139631,3,118,0.01001001001001,0.01,0.0750750750750751,0.072,0,NA,TRUE,-1
"chr2",106560633.5,106637299,-0.108320578351627,0.433282313406507,75,28924,28927,4,263,0.011011011011011,0.011,0.019019019019019,0.019,0,NA,TRUE,-1
"chr13",78832424,78983696,-0.107923795546681,0.431695182186723,601,151015,151018,4,144,0.011011011011011,0.011,0.019019019019019,0.019,0,NA,TRUE,-1
"chr2",113286681,113346566,0.107840973935703,0.431363895742814,76,29344,29355,4,212,0.011011011011011,0.011,0.019019019019019,0.019,5,1,FALSE,NA
"chr5",113029364,113142754,-0.107092492336046,0.428369969344183,296,66037,66040,4,383,0.011011011011011,0.011,0.019019019019019,0.019,0,NA,TRUE,-1
"chr18",74239137,74257894,-0.108040317750779,0.324120953252336,769,190610,190612,3,16,0.011011011011011,0.011,0.0760760760760761,0.073,0,NA,TRUE,-1
"chr2",115006731,115052995,-0.10749109716233,0.32247329148699,76,29540,29542,3,212,0.011011011011011,0.011,0.0760760760760761,0.073,0,NA,TRUE,-1
"chr11",84620643,84635847,0.107449097381257,0.322347292143771,540,132794,132796,3,181,0.011011011011011,0.011,0.0760760760760761,0.073,2,0,TRUE,-1
"chr13",42108056,42136511,0.107228090811049,0.321684272433148,584,149497,149499,3,557,0.011011011011011,0.011,0.0760760760760761,0.073,0,NA,TRUE,-1
"chr9",26936447,27109301.5,0.19027497109211,0.380549942184219,444,107944,107951,2,17,0.012012012012012,0.012,0.036036036036036,0.035,5,0.5,TRUE,-1
"chr17",69646723,69706099,-0.189719529348144,0.379439058696289,685,185816,185817,2,1275,0.012012012012012,0.012,0.036036036036036,0.035,0,NA,TRUE,-1
"chr14",21725703,21756014.5,0.106280863737692,0.42512345495077,622,153559,153566,4,407,0.013013013013013,0.013,0.021021021021021,0.021,0,NA,TRUE,-1
"chr12",67127781,67197917.5,-0.105162866076365,0.42065146430546,565,142197,142200,4,397,0.013013013013013,0.013,0.022022022022022,0.022,2,1,TRUE,-1
"chr5",141096879,141139633,-0.104821584783088,0.41928633913235,306,68205,68213,4,998,0.013013013013013,0.013,0.022022022022022,0.022,0,NA,TRUE,-1
"chr8",70494000,70508320,-0.104510124015733,0.418040496062931,398,102586,102589,4,244,0.013013013013013,0.013,0.023023023023023,0.023,1,1,TRUE,-1
"chr14",66460413,66532279,-0.104184896355795,0.416739585423179,638,156124,156127,4,242,0.013013013013013,0.013,0.023023023023023,0.023,0,NA,TRUE,-1
"chr14",86034651,86064896,0.104049170777799,0.416196683111196,645,157587,157590,4,689,0.013013013013013,0.013,0.023023023023023,0.023,2,1,TRUE,-1
"chr5",153753045,153798362,-0.104016280526881,0.416065122107523,306,69205,69213,4,998,0.013013013013013,0.013,0.023023023023023,0.023,10,0.5,TRUE,-1
"chr5",128320387,128337585,0.187502769189495,0.375005538378991,301,66792,66793,2,129,0.013013013013013,0.013,0.037037037037037,0.036,1,1,TRUE,-1
"chr8",71923401,71923401,-0.353011556162513,0.353011556162513,398,102672,102672,1,244,0.013013013013013,0.013,0.0510510510510511,0.049,0,NA,FALSE,NA
