"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits","corrToExprs","corrToExprsTstat","corrToExprsPvalue","corrToExprsPvalueBonf"
"chr5",126408756,126408806,0.113513290763845,0.227026581527689,150504,135590,135591,2,13,0.0545454545454545,0.006,0.109090909090909,0.011,"C5orf63","NM_001164478","inside intron","inside",378,"inside intron",336,1,5,"5' UTR","-",22188,7224,"401207",27656,NA,NA,NA,NA
"chr19",2308653,2308653,0.133469667346132,0.133469667346132,91411,411686,411686,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"SPPL2B","NM_001077238","inside intron","inside",39133,"inside intron",25947,2,8,"5' UTR","+",71665,6566,"56928",39100,NA,NA,NA,NA
"chr8",73920559,73920559,0.133443243435559,0.133443243435559,183788,220565,220565,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"TERF1","NM_003218","promoter","promoter",538,NA,NA,NA,10,NA,"+",38890,37250,"7013",46664,-0.00655957698771777,-0.10309406254674,0.917971632464917,1
"chr2",75937132,75937132,0.133303204408668,0.133303204408668,105080,57207,57207,1,15,0.0545454545454545,0.006,0.254545454545455,0.026,"GCFC2","NM_001201334","inside intron","inside",979,"inside intron",584,1,3,"inside transcription region","-",9202,8685,"6936",46533,-0.715103524800772,-16.077876470362,2.47196885831153e-40,1.60356619838669e-36
"chr5",98108198,98108198,0.133156721349082,0.133156721349082,149438,133572,133572,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"RGMB","NM_001012761","inside intron","inside",3199,"inside intron",1458,3,5,"inside transcription region","+",27199,23084,"285704",21796,-0.195650713057467,-3.13548990964144,0.00192252389134831,1
"chr2",121495233,121495233,-0.133148424292402,0.133148424292402,107556,62494,62494,1,15,0.0545454545454545,0.006,0.254545454545455,0.026,"GLI2","NM_005270","inside intron","inside",1410,"inside intron",-1371,1,3,"5' UTR","+",191219,130143,"2736",20681,0.641994572854331,13.1597963797457,2.35931398877508e-30,1.53048698451839e-26
"chr19",3772414,3772414,-0.133127053126025,0.133127053126025,91856,412755,412755,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"RAX2","NM_032753","promoter","promoter",195,NA,NA,NA,3,NA,"-",3130,1259,"84839",55187,-0.616385064786773,-12.3021329356498,1.80855911659756e-27,1.17321229893684e-23
"chr11",1301822,1301822,0.133019411609578,0.133019411609578,30104,264484,264484,1,26,0.0545454545454545,0.006,0.254545454545455,0.026,"TOLLIP","NM_019009","inside intron","inside",29070,"inside intron",-3338,5,5,"inside transcription region","-",35294,32459,"54472",34435,-0.247351113255861,-4.01210023628996,7.97226809496548e-05,0.517161031320411
"chr6",44239416,44239416,0.132999110738937,0.132999110738937,160250,166906,166906,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"TMEM151B","NM_001039704","inside intron","inside",936,"inside intron",-801,1,3,"inside transcription region","+",37486,36292,"441151",29239,0.0337801417615473,0.531199762499018,0.59575578030316,1
"chr6",29520527,29520527,0.132993753628222,0.132993753628222,157776,153141,153141,1,40,0.0545454545454545,0.006,0.254545454545455,0.026,"UBD","NM_006398","downstream","downstream",7175,NA,NA,NA,2,NA,"-",4313,3821,"10537",2569,0.577015691964622,11.1033994785459,1.61609807695259e-23,1.04836282251914e-19
"chr20",47662406,47662406,0.132900879869964,0.132900879869964,117627,440738,440738,1,13,0.0545454545454545,0.006,0.254545454545455,0.026,"CSE1L","NM_001256135","promoter","promoter",377,NA,NA,NA,25,NA,"+",50714,37974,"1434",8456,0.679824408468852,14.5686455132477,3.72955659172631e-35,2.41936336105286e-31
"chr8",144965915,144965915,-0.132891711766436,0.132891711766436,187828,228945,228945,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"EPPK1","NM_031308","upstream","upstream",18481,NA,NA,NA,1,NA,"-",7522,7262,"83481",53308,-0.0359173749300575,-0.564850318702099,0.572686146223962,1
"chr16",19421817,19421817,-0.132853907047551,0.132853907047551,71911,362330,362330,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"TMC5","NM_001105248","promoter","promoter",44,NA,NA,NA,21,NA,"+",88573,57927,"79838",50886,-0.109770468759085,-1.73566703459787,0.0838648147478357,1
"chr1",111743020,111743020,0.132840496663339,0.132840496663339,10739,25488,25488,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"DENND2D","NM_001271833","inside intron","inside",4140,"inside intron",-599,2,12,"inside transcription region","-",18569,16748,"79961",51247,-0.658803882821547,-13.7627450565409,2.11442475326713e-32,1.37162733744439e-28
"chr3",133615880,133615880,0.132838741857674,0.132838741857674,131886,95075,95075,1,14,0.0545454545454545,0.006,0.254545454545455,0.026,"RAB6B","NM_016577","promoter","promoter",1189,NA,NA,NA,8,NA,"-",71611,66678,"51560",32848,0.404390178840611,6.94903116225456,3.2283389291234e-11,2.09422346332235e-07
"chr14",102430244,102430244,0.132751775535092,0.132751775535092,61521,338284,338284,1,13,0.0545454545454545,0.006,0.254545454545455,0.026,"DYNC1H1","NM_001376","promoter","promoter",621,NA,NA,NA,78,NA,"+",86270,85871,"1778",11738,-0.00922006721192056,-0.144910890071936,0.884898926852815,1
"chr15",55583094,55583094,0.132601244668269,0.132601244668269,64972,346356,346356,1,10,0.0545454545454545,0.006,0.254545454545455,0.026,"RAB27A","NM_004580","promoter","promoter",1081,NA,NA,NA,7,NA,"-",86849,29427,"5873",41440,-0.473182811681191,-8.44149072360417,2.64469674328003e-15,1.71561477736576e-11
"chr8",67578143,67578143,0.132573566803615,0.132573566803615,183504,219941,219941,1,15,0.0545454545454545,0.006,0.254545454545455,0.026,"VCPIP1","NM_025054","inside exon","inside",1309,"inside exon",0,1,3,"inside transcription region","-",36964,32457,"80124",51549,-0.291975531652002,-4.79781675626646,2.77153605667352e-06,0.0179789543996411
"chr3",142444202,142444202,-0.132510502434791,0.132510502434791,132459,96371,96371,1,10,0.0545454545454545,0.006,0.254545454545455,0.026,"TRPC1","NM_001251845","inside intron","inside",936,"inside intron",-628,1,13,"inside transcription region","+",83463,81675,"7220",47398,-0.255828258273851,-4.15906088214084,4.40656241293078e-05,0.28585370372682
"chr1",175013920,175013920,0.132414720369118,0.132414720369118,14388,34382,34382,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"MRPS14","NM_022100","upstream","upstream",21329,NA,NA,NA,3,NA,"-",10497,8739,"63931",43173,0.582534207917734,11.2637475841441,4.86090722560883e-24,3.15327051725244e-20
"chr19",1450493,1450493,-0.132405929823412,0.132405929823412,91062,410773,410773,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"APC2","NM_005883","inside intron","inside",345,"inside intron",-155,1,14,"5' UTR","+",23095,12201,"10297",1823,-0.461441477372776,-8.17443867052327,1.53694602897896e-14,9.97016888998648e-11
"chr8",139508113,139508113,0.132361099074417,0.132361099074417,186822,226271,226271,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"FAM135B","NM_015912","inside intron","inside",952,"inside intron",800,1,20,"5' UTR","-",366799,235390,"51059",31600,NA,NA,NA,NA
"chr8",22527157,22527157,0.132336734211563,0.132336734211563,180987,214502,214502,1,10,0.0545454545454545,0.006,0.254545454545455,0.026,"BIN3","NM_018688","promoter","promoter",496,NA,NA,NA,9,NA,"-",48714,47629,"55909",38173,0.211859144411783,3.4069652038839,0.000766270463396438,1
"chr1",153605367,153605367,0.132313781283125,0.132313781283125,12403,29527,29527,1,20,0.0545454545454545,0.006,0.254545454545455,0.026,"S100A13","NM_001024210","inside intron","inside",1201,"inside intron",-650,2,5,"5' UTR","-",15292,7577,"6284",42731,-0.179067104382834,-2.86049502494443,0.00459029175654137,1
"chr1",48174666,48174666,-0.132312638447072,0.132312638447072,7529,18436,18436,1,12,0.0545454545454545,0.006,0.254545454545455,0.026,"TRABD2B","NM_001194986","downstream","downstream",287896,NA,NA,NA,7,NA,"-",236362,230887,"388630",26751,-0.571434590784998,-10.9435516228286,5.3234451720648e-23,3.45331888311843e-19
"chr10",88731631,88731631,-0.132306599363116,0.132306599363116,25318,251793,251793,1,13,0.0545454545454545,0.006,0.254545454545455,0.026,"AGAP11","NM_133447","inside intron","inside",1133,"inside intron",-958,1,12,"5' UTR","+",39462,8182,"119385",6033,-0.0757213064351967,-1.19348020093199,0.233821800437403,1
"chr15",75136278,75136278,0.132280740146998,0.132280740146998,66892,350295,350295,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"SCAMP2","NM_005697","inside exon","inside",10182,"inside exon",0,6,6,"3'UTR","-",10387,6003,"10066",1044,-0.417993730798494,-7.23131463295329,5.92305112409682e-12,3.84228326420161e-08
"chr3",186545622,186545622,0.132270474993677,0.132270474993677,134661,101016,101016,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"ADIPOQ","NM_001177800","upstream","upstream",14841,NA,NA,NA,3,NA,"+",15789,1645,"9370",59432,-0.566507286182817,-10.8043057528587,1.49674859399966e-22,9.70940812927578e-19
"chr9",140501305,140501305,0.1322205088229,0.1322205088229,193898,239435,239435,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"ARRDC1","NM_152285","inside intron","inside",1209,"inside intron",-1017,1,7,"inside transcription region","+",10561,9374,"92714",58954,-0.558779007177454,-10.5893231187203,7.31764122360144e-22,4.74695386175025e-18
"chr1",179262462,179262462,0.132215594896359,0.132215594896359,14612,34791,34791,1,12,0.0545454545454545,0.006,0.254545454545455,0.026,"SOAT1","NM_001252511","promoter","promoter",387,NA,NA,NA,16,NA,"+",64965,50956,"6646",45607,-0.27789432515154,-4.54653255378131,8.53181012820007e-06,0.0553458523016339
"chr1",228328880,228328880,0.13219910757431,0.13219910757431,17927,41763,41763,1,17,0.0545454545454545,0.006,0.254545454545455,0.026,"GUK1","NM_000858","inside intron","inside",951,"inside intron",-815,1,7,"inside transcription region","+",8726,8549,"2987",22727,-0.265580115937624,-4.32939287461727,2.17115795113366e-05,0.140843016290041
"chr5",32714525,32714525,-0.132114956527127,0.132114956527127,146491,127403,127403,1,32,0.0545454545454545,0.006,0.254545454545455,0.026,"NPR3","NM_000908","inside intron","inside",3087,"inside intron",-1873,1,8,"inside transcription region","+",80392,74568,"4883",30567,0.61675906034316,12.3141776563812,1.64856342368978e-27,1.06942309294756e-23
"chr20",48184061,48184061,-0.132077307834009,0.132077307834009,117662,440855,440855,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"PTGIS","NM_000961","inside intron","inside",646,"inside intron",518,1,9,"5' UTR","-",64296,36488,"5740",39936,0.526319784066367,9.72820652841732,3.72927545713507e-19,2.41918098904352e-15
"chr5",122371264,122371264,-0.132023280721571,0.132023280721571,150267,135172,135172,1,11,0.0545454545454545,0.006,0.254545454545455,0.026,"PPIC","NM_000943","inside intron","inside",1161,"inside intron",939,1,2,"inside transcription region","-",8237,7488,"5480",34999,0.294676169868084,4.84639309498984,2.21832068211104e-06,0.0143902462648543
"chr2",70368457,70368457,-0.132021349833419,0.132021349833419,104506,55690,55690,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"C2orf42","NM_017880","downstream","downstream",49694,NA,NA,NA,10,NA,"-",41134,31629,"54980",35602,-0.574869702971889,-11.0416647111245,2.5627613508446e-23,1.66246328829289e-19
"chr7",106300098,106300098,-0.132005818445144,0.132005818445144,174780,200449,200449,1,11,0.0545454545454545,0.006,0.254545454545455,0.026,"CCDC71L","NM_175884","inside exon","inside",1536,"inside exon",0,1,1,"3'UTR","-",4423,707,"168455",11161,0.506592288098724,9.23434751387874,1.2025971352951e-17,7.80124761665932e-14
"chr10",50820278,50820278,-0.131936716904203,0.131936716904203,23049,247298,247298,1,18,0.0545454545454545,0.006,0.254545454545455,0.026,"SLC18A3","NM_003055","inside exon","inside",1931,"inside exon",0,1,1,"inside transcription region","+",2419,1598,"6572",45279,0.163270371548354,2.60089578308853,0.00985659677842625,1
"chr7",100224015,100224015,-0.131905671362151,0.131905671362151,174128,198955,198955,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"TFR2","NM_001206855","inside intron","inside",15186,"inside intron",370,17,18,"inside transcription region","-",21162,20652,"7036",46726,-0.12992416686627,-2.05937395307511,0.0405025090012114,1
"chr18",9913006,9913006,0.13188788016034,0.13188788016034,88515,404444,404444,1,13,0.0545454545454545,0.006,0.254545454545455,0.026,"VAPA","NM_003574","promoter","promoter",949,NA,NA,NA,7,NA,"+",46063,39954,"9218",58688,0.306610453445003,5.06260128283035,8.06802380516483e-07,0.00523372704241042
"chr16",87352229,87352229,0.131856172492019,0.131856172492019,76867,373732,373732,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"C16orf95","NM_001195124","promoter","promoter",1203,NA,NA,NA,5,NA,"-",14622,11483,"100506581",684,-0.0408857675161866,-0.643108024359209,0.520748180293609,1
"chr1",155949012,155949012,0.131835951004999,0.131835951004999,12790,30763,30763,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"ARHGEF2","NM_001162383","inside intron","inside",10278,"inside intron",3885,4,14,"inside transcription region","-",27838,23733,"9181",58501,0.635104429306685,12.9222034644184,1.49836672149339e-29,9.71990492232761e-26
"chr15",57599596,57599596,0.131812180698775,0.131812180698775,65094,346610,346610,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"TCF12","NM_003205","downstream","downstream",388763,NA,NA,NA,21,NA,"+",369881,362673,"6938",46536,0.231522634561213,3.74028928436517,0.000228348560301726,1
"chr14",77279728,77279728,0.131809324674021,0.131809324674021,59655,334185,334185,1,11,0.0545454545454545,0.006,0.254545454545455,0.026,"ANGEL1","NM_015305","promoter","promoter",445,NA,NA,NA,10,NA,"-",25697,23599,"23357",16408,-0.117862399254878,-1.86535464498137,0.0633125417752781,1
"chr13",98828300,98828300,-0.131752585045341,0.131752585045341,54472,321783,321783,1,15,0.0545454545454545,0.006,0.254545454545455,0.026,"RNF113B","NM_178861","inside exon","inside",1221,"inside exon",0,2,2,"3'UTR","-",1482,1073,"140432",8158,-0.217804874293089,-3.50727374898445,0.000537300214142917,1
"chr12",105723904,105723904,0.13171686441539,0.13171686441539,47700,305996,305996,1,10,0.0545454545454545,0.006,0.254545454545455,0.026,"C12orf75","NM_001145199","promoter","promoter",510,NA,NA,NA,6,NA,"+",40882,36584,"387882",26631,-0.205071694526719,-3.29293966316235,0.00113591198653431,1
"chr12",117037220,117037220,0.131705074824175,0.131705074824175,48758,308549,308549,1,9,0.0545454545454545,0.006,0.254545454545455,0.026,"MAP1LC3B2","NM_001085481","downstream","downstream",40034,NA,NA,NA,2,NA,"+",17239,377,"643246",43708,NA,NA,NA,NA
"chr1",113008524,113008524,0.131668973652601,0.131668973652601,10856,25752,25752,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"WNT2B","NM_001291880","promoter","promoter",1516,NA,NA,NA,6,NA,"+",53870,52971,"7482",48474,0.568197665626406,10.8518811152948,1.05190291158662e-22,6.82369418746242e-19
"chr7",1286023,1286023,-0.131653143780562,0.131653143780562,167256,182601,182601,1,12,0.0545454545454545,0.006,0.254545454545455,0.026,"UNCX","NM_001080461","downstream","downstream",13369,NA,NA,NA,3,NA,"+",3959,3959,"340260",24689,0.000321399083863787,0.00505118335634046,0.995973816681459,1
"chr1",17445310,17445310,-0.131595671887566,0.131595671887566,3603,8888,8888,1,11,0.0545454545454545,0.006,0.254545454545455,0.026,"PADI2","NM_007365","inside intron","inside",638,"inside intron",464,1,11,"inside transcription region","-",40422,40111,"11240",4641,0.149536804304346,2.3768806201761,0.0182192627529203,1
"chr22",22337468,22337468,0.131558177034216,0.131558177034216,121386,449795,449795,1,11,0.0545454545454545,0.006,0.254545454545455,0.026,"TOP3B","NM_001282112","promoter","promoter",281,NA,NA,NA,18,NA,"-",25784,18595,"8940",57181,0.119173035347771,1.88639465869284,0.060410134032294,1
"chr2",209225872,209225872,0.131438405276937,0.131438405276937,112030,71576,71576,1,8,0.0545454545454545,0.006,0.254545454545455,0.026,"PTH2R","NM_005048","inside intron","inside",1303,"inside intron",-909,1,13,"inside transcription region","+",134662,133529,"5746",40046,0.0165271041017015,0.259779310700903,0.795249541622851,1
"chr12",117471115,117471115,0.131431676259001,0.131431676259001,48811,308700,308700,1,7,0.0545454545454545,0.006,0.254545454545455,0.026,"FBXW8","NM_012174","downstream","downstream",122354,NA,NA,NA,11,NA,"+",120192,117134,"26259",19442,0.601365341353605,11.829166138147,6.75115284377731e-26,4.37947284975834e-22
"chr5",1394576,1394633,-0.113410038752175,0.22682007750435,145063,124252,124253,2,7,0.0636363636363636,0.007,0.109090909090909,0.011,"SLC6A3","NM_001044","inside exon","inside",50910,"inside exon",0,15,15,"3'UTR","-",52638,48462,"6531",44991,0.243084793606288,3.93851293889712,0.000106606892755363,0.691558913304041
"chr11",66336244,66336293,0.113364698298113,0.226729396596226,35513,278446,278447,2,9,0.0636363636363636,0.007,0.109090909090909,0.011,"CTSF","NM_003793","promoter","promoter",197,NA,NA,NA,13,NA,"-",5112,4553,"8722",56486,-0.326342809176172,-5.42594210752249,1.36990181851601e-07,0.000888655309671339
"chr4",74847646,74847710,0.113338667599533,0.226677335199065,139759,112683,112684,2,9,0.0636363636363636,0.007,0.109090909090909,0.011,"PF4","NM_002619","inside exon","inside",131,"inside exon",0,1,3,"overlaps 5' UTR","-",1299,749,"5196",33350,-0.297278044053107,-4.89331322402677,1.78618493133775e-06,0.011586981649588
"chr16",66585210,66585210,0.131396042927924,0.131396042927924,74634,368479,368479,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"TK2","NM_001172643","promoter","promoter",895,NA,NA,NA,10,NA,"-",42409,38093,"7084",46893,0.714692990907836,16.0590034996805,2.86955594275099e-40,1.86148094006257e-36
"chr2",7172297,7172297,-0.131339862888553,0.131339862888553,100309,47082,47082,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"RNF144A","NM_014746","inside intron","inside",114774,"inside intron",-1950,8,9,"inside transcription region","+",126786,42833,"9781",60971,-0.336524883455585,-5.61648773731559,5.21574249065925e-08,0.000338345215369065
"chr14",100752463,100752463,0.131334428347352,0.131334428347352,61209,337370,337370,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"SLC25A29","NM_001039355","downstream","downstream",9608,NA,NA,NA,3,NA,"-",4618,713,"123096",6369,0.249840323919107,4.05514966038367,6.71283636219216e-05,0.435461694815405
"chr10",15760373,15760373,-0.131329712014511,0.131329712014511,21117,243264,243264,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"ITGA8","NM_001291494","inside intron","inside",1397,"inside intron",391,2,29,"inside transcription region","-",202682,202613,"8516",55664,0.568699725226788,10.8660504576747,9.46916939735747e-23,6.14265018806579e-19
"chr15",68497992,68497992,0.131329495210531,0.131329495210531,66147,348758,348758,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"CALML4","NM_001031733","inside exon","inside",456,"inside exon",0,1,4,"5' UTR","-",15405,11361,"91860",58527,0.579311194293658,11.1698171176364,9.83194787144218e-24,6.37798458420454e-20
"chr3",155587661,155587661,0.131247546808557,0.131247546808557,133062,97673,97673,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"GMPS","NM_003875","promoter","promoter",664,NA,NA,NA,16,NA,"+",67195,66821,"8833",56780,0.527137157582126,9.74912167484331,3.2135105366788e-19,2.08460428514354e-15
"chr4",147866520,147866520,0.131229567133014,0.131229567133014,142595,118631,118631,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"TTC29","NM_001300761","inside intron","inside",514,"inside intron",-290,2,12,"5' UTR","-",238397,232408,"83894",53710,0.154827055479484,2.46299802147479,0.0144582953897485,1
"chr16",30102457,30102457,-0.131227420739748,0.131227420739748,72850,364427,364427,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"TBX6","NM_004608","inside exon","inside",751,"inside exon",0,1,5,"inside transcription region","-",3971,2697,"6911",46393,0.738343726898835,17.2057521691345,3.38038612388312e-44,2.19285647856298e-40
"chr21",35287380,35287380,0.131183554152713,0.131183554152713,119413,445295,445295,1,9,0.0636363636363636,0.007,0.263636363636364,0.027,"ATP5O","NM_001697","inside intron","inside",778,"inside intron",-575,2,7,"inside transcription region","-",12401,12237,"539",34058,-0.459586437622055,-8.13275428865098,2.01720733266581e-14,1.30856239670031e-10
"chr8",42066228,42066228,0.131157659680443,0.131157659680443,182370,217486,217486,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"PLAT","NM_000930","promoter","promoter",1034,NA,NA,NA,14,NA,"-",32958,17192,"5327",33733,0.0622850688297325,0.980790997964098,0.327651636908524,1
"chr20",62327117,62327117,0.13108483541476,0.13108483541476,118766,443718,443718,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"RTEL1","NM_001283009","inside intron","inside",37954,"inside intron",13,35,35,"inside transcription region","+",39381,36382,"51750",33243,0.267422214218039,4.361726471158,1.89347268821853e-05,0.122829573284736
"chr20",45986173,45986173,0.130999429504937,0.130999429504937,117572,440629,440629,1,9,0.0636363636363636,0.007,0.263636363636364,0.027,"ZMYND8","NM_001281769","promoter","promoter",699,NA,NA,NA,24,NA,"-",147093,139227,"23613",17098,0.809614723892235,21.6778963138737,3.5737761986394e-59,2.31830862005738e-55
"chr7",134854551,134854551,0.130972402266183,0.130972402266183,176360,203616,203616,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"C7orf49","NM_001243749","inside intron","inside",1027,"inside intron",-738,2,4,"5' UTR","-",5046,1168,"78996",49456,0.715956742680872,16.1172094639278,1.8115897842869e-40,1.17517829306691e-36
"chr20",3712795,3712795,-0.13093766561414,0.13093766561414,115649,435226,435226,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"HSPA12B","NM_001197327","promoter","promoter",522,NA,NA,NA,13,NA,"+",20441,13491,"116835",5715,-0.352936418928566,-5.9283355778536,1.02028684405579e-08,6.61860075738989e-05
"chr17",40333758,40333758,0.130936774259125,0.130936774259125,82793,389005,389005,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"KCNH4","NM_012285","promoter","promoter",462,NA,NA,NA,17,NA,"-",24386,20905,"23415",16558,0.575523223266761,11.0604286235773,2.2278423163875e-23,1.44520131064057e-19
"chr5",141018369,141018369,0.130920464440914,0.130920464440914,151846,139199,139199,1,18,0.0636363636363636,0.007,0.263636363636364,0.027,"RELL2","NM_001130029","inside exon","inside",1852,"inside exon",0,3,8,"inside transcription region","+",4114,2218,"285613",21772,-0.596191146170373,-11.6708807500769,2.24863577349089e-25,1.45869002626354e-21
"chr19",44645078,44645078,0.130917151922594,0.130917151922594,96793,426436,426436,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"ZNF234","NM_001144824","promoter","promoter",632,NA,NA,NA,6,NA,"+",18752,13486,"10780",3295,0.140116603157996,2.22404545963476,0.0270463729622363,1
"chr1",109657035,109657035,-0.130871308832972,0.130871308832972,10472,24801,24801,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"KIAA1324","NM_001267048","inside intron","inside",450,"inside intron",-76,1,22,"inside transcription region","+",92818,88828,"57535",40257,0.302073960805852,4.98011347856145,1.19138241654463e-06,0.00772849773612505
"chr12",122327438,122327438,0.130820275291732,0.130820275291732,49284,310001,310001,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"PSMD9","NM_001261400","inside intron","inside",801,"inside intron",-537,1,4,"inside transcription region","+",29134,27454,"5715",39609,-0.581219470109411,-11.2253350645035,6.48514243826616e-24,4.20691189970326e-20
"chr19",35629022,35629022,0.130770390221273,0.130770390221273,95381,422507,422507,1,14,0.0636363636363636,0.007,0.263636363636364,0.027,"LGI4","NM_139284","inside intron","inside",4333,"inside intron",-3560,2,10,"5' UTR","-",17938,6304,"163175",10798,-0.0115398238190678,-0.181374644377515,0.85622166677528,1
"chr11",27723789,27723789,-0.130744822008216,0.130744822008216,32450,270556,270556,1,33,0.0636363636363636,0.007,0.263636363636364,0.027,"BDNF","NM_001143805","inside intron","inside",19816,"inside intron",19169,1,2,"inside transcription region","-",67163,63593,"627",42709,-0.591609502433381,-11.5326083034352,6.40903934542396e-25,4.15754382337652e-21
"chr5",78279841,78279841,0.130736477600094,0.130736477600094,148614,131868,131868,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"ARSB","NM_000046","inside intron","inside",1925,"inside intron",918,2,8,"inside transcription region","-",170432,169162,"411",28098,-0.393949782819533,-6.73614569927675,1.12712406204603e-10,7.31165379049262e-07
"chr13",41241867,41241867,-0.130723238535894,0.130723238535894,52526,317853,317853,1,16,0.0636363636363636,0.007,0.263636363636364,0.027,"FOXO1","NM_002015","promoter","promoter",1133,NA,NA,NA,3,NA,"-",110933,106689,"2308",15344,-0.147004417618542,-2.33573154580144,0.0203030207815501,1
"chr16",2478353,2478353,-0.130706431285835,0.130706431285835,70299,358792,358792,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"CCNF","NM_001761","promoter","promoter",1042,NA,NA,NA,17,NA,"+",29464,27538,"899",57374,0.605720222132159,11.9641916041837,2.41075602304734e-26,1.56385743215081e-22
"chr8",56987506,56987506,0.130661003132293,0.130661003132293,183027,218895,218895,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"RPS20","NM_001023","promoter","promoter",366,NA,NA,NA,6,NA,"-",6401,4645,"6224",42558,-0.280449006341803,-4.59187915198213,6.98883435897268e-06,0.0453365684866558
"chr14",23589419,23589419,-0.130625337510278,0.130625337510278,56603,327300,327300,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"CEBPE","NM_001805","promoter","promoter",599,NA,NA,NA,2,NA,"-",2305,1604,"1053",2555,-0.247371164864679,-4.01244667740515,7.9612896648664e-05,0.516448860559883
"chr7",100895999,100895999,0.130571074213177,0.130571074213177,174286,199463,199463,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"FIS1","NM_016068","upstream","upstream",7628,NA,NA,NA,5,NA,"-",5478,5198,"51024",31548,0.502809442927392,9.14194298505962,2.28226263060411e-17,1.48050376847289e-13
"chr10",102892787,102892787,-0.130568590084194,0.130568590084194,26514,254769,254769,1,19,0.0636363636363636,0.007,0.263636363636364,0.027,"TLX1","NM_001195517","inside intron","inside",1726,"inside intron",-920,1,3,"inside transcription region","+",6485,5129,"3195",24048,-0.642285219721672,-13.1699361707628,2.18005433600083e-30,1.41420124776374e-26
"chr5",72594461,72594461,-0.130543221747388,0.130543221747388,148205,130983,130983,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"TMEM174","NM_153217","downstream","downstream",125438,NA,NA,NA,2,NA,"+",1947,921,"134288",7669,-0.00932096664845125,-0.146496853641251,0.883648186721993,1
"chr11",110584327,110584327,0.130526989401503,0.130526989401503,38567,285465,285465,1,22,0.0636363636363636,0.007,0.263636363636364,0.027,"ARHGAP20","NM_001258415","promoter","promoter",415,NA,NA,NA,16,NA,"-",136153,111627,"57569",40362,0.556167879231684,10.5176034303004,1.23936031964954e-21,8.03973039356655e-18
"chr7",44348976,44348976,-0.13047593667949,0.13047593667949,170801,191413,191413,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"CAMK2B","NM_001220","inside intron","inside",16254,"inside intron",15979,1,21,"inside transcription region","-",108481,105359,"816",52660,-0.575970752659247,-11.0732963840198,2.02373637769071e-23,1.31279778820797e-19
"chr3",170746586,170746586,-0.130466963503069,0.130466963503069,133654,98946,98946,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"SLC2A2","NM_000340","promoter","promoter",1818,NA,NA,NA,11,NA,"-",30631,28767,"6514",44861,0.30938065697982,5.1131590783357,6.33847888899563e-07,0.00411177125529147
